,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Height,Lg,MP,ORB,PF,PTS,Player,Pos,STL,Season,TOV,TRB,Tm,eFG%,href
2153,3.8,.489,7.7,0.0,.250,0.1,1.2,30,0.8,2.8,3.8,.487,7.8,2.1,.772,2.7,76,None,6-8,NBA,20.3,1.7,2.6,9.7,Spencer Haywood,PF,0.5,1979-80,1.8,4.6,LAL,.488,/players/h/haywosp01.html
2154,0.0,.000,0.0,5.2,.476,10.9,1.9,31,5.6,3.4,76,27.4,63,10.9,.476,.478,WSB,NBA,6-8,1981-82,PF,2.9,0.6,0.9,Spencer Haywood,32,3.7,1980-81,0.8,.842,Did Not Play (other pro league—Italy),5.2,/players/h/haywosp01.html
2155,0.0,.000,0.0,3.3,.401,8.2,2.0,3.3,4.8,2.3,38,20.4,25,8.2,.401,.402,WSB,NBA,6-8,1982-83,PF,1.7,0.3,0.7,Spencer Haywood,33,2.8,2.3,0.8,.724,13.3,3.3,/players/h/haywosp01.html
2156,0.0,.053,0.1,8.0,.469,17.1,3.1,2.5,10.3,5.3,844,34.8,88,17.1,.469,.470,None,TOT,6-8,Career,None,4.2,0.6,1.1,Spencer Haywood,None,6.6,1.8,1.8,.796,8.2,8.0,/players/h/haywosp01.html
2157,0.0,.125,0.0,7.6,.465,16.4,2.6,2.8,9.3,5.0,760,33.7,88,16.4,.465,.465,None,NBA,6-8,None,None,4.0,0.6,1.1,Spencer Haywood,None,5.6,2.4,1.8,.800,20.3,7.6,/players/h/haywosp01.html
2158,0.0,.000,0.1,11.7,.493,23.8,6.3,2.9,19.5,8.4,84,45.3,None,23.7,.493,.496,None,ABA,6-8,None,None,6.5,None,None,Spencer Haywood,None,13.1,2.2,2.3,.776,19.2,11.7,/players/h/haywosp01.html
2159,None,None,None,None,None,None,None,2.6,None,None,None,None,None,None,None,None,None,None,6-8,None,None,None,None,None,Spencer Haywood,None,None,3.0,None,None,30.0,None,/players/h/haywosp01.html
2160,,,,,,,0.3,20,,,1.2,.267,4.6,1.0,.595,1.7,22,None,6-1,BAA,None,,1.5,3.5,Paul Seymour,None,,1947-48,,None,BLB,,/players/s/seymopa01.html
2161,,,,,,,2.8,21,,,62,None,None,2.8,.334,8.5,SYR,NBA,6-1,1949-50,None,,.716,None,Paul Seymour,22,,1948-49,,2.0,None,,/players/s/seymopa01.html
2162,,,,,,,3.1,2.5,,,51,None,None,2.5,.325,7.5,SYR,NBA,6-1,1950-51,None,,.736,3.8,Paul Seymour,23,,3.0,,2.3,7.7,,/players/s/seymopa01.html
2163,,,,,,,3.7,2.7,,,66,33.5,None,3.1,.335,9.3,SYR,NBA,6-1,1951-52,SG,,.759,3.4,Paul Seymour,24,,3.7,,2.8,7.2,,/players/s/seymopa01.html
2164,,,,,,,6.2,2.5,,,67,40.1,None,4.6,.383,11.9,SYR,NBA,6-1,None,SG,,.817,3.7,Paul Seymour,25,,3.3,,5.1,9.1,,/players/s/seymopa01.html
2165,,,,,,,5.2,3.1,,,71,38.4,None,4.5,.377,11.8,SYR,NBA,6-1,None,SG,,.813,4.1,Paul Seymour,26,,4.4,,4.2,14.2,,/players/s/seymopa01.html
2166,,,,,,,5.1,2.6,,,72,41.0,None,5.2,.362,14.4,SYR,NBA,6-1,None,SG,,.811,4.3,Paul Seymour,27,,5.1,,4.2,13.1,,/players/s/seymopa01.html
2167,,,,,,,4.1,1.9,,,57,32.0,None,4.0,.339,11.8,SYR,NBA,6-1,1955-56,SG,,.807,2.7,Paul Seymour,28,,6.7,,3.3,14.6,,/players/s/seymopa01.html
2168,,,,,,,1.9,2.3,,,65,19.0,None,2.2,.324,6.8,SYR,NBA,6-1,1956-57,PG,,.821,2.0,Paul Seymour,29,,4.8,,1.6,11.3,,/players/s/seymopa01.html
2169,,,,,,,1.0,1.4,,,64,11.9,None,1.7,.340,4.9,SYR,NBA,6-1,1957-58,PG,,.841,1.7,Paul Seymour,30,,3.0,,0.8,6.0,,/players/s/seymopa01.html
2170,,,,,,,1.4,1.4,,,21,12.7,None,1.5,.327,4.7,SYR,NBA,6-1,1958-59,SG,,.897,1.9,Paul Seymour,31,,1.5,,1.2,4.2,,/players/s/seymopa01.html
2171,,,,,,,0.0,1.2,,,4,1.8,None,0.0,.000,1.0,SYR,NBA,6-1,1959-60,None,,None,0.3,Paul Seymour,32,,1.7,,0.0,4.3,,/players/s/seymopa01.html
2172,,,,,,,3.6,0.3,,,622,30.1,None,3.3,.350,9.4,None,TOT,6-1,Career,None,,.792,3.1,Paul Seymour,None,,0.0,,2.8,0.0,,/players/s/seymopa01.html
2173,,,,,,,3.6,2.2,,,600,30.1,None,3.4,.351,9.5,None,NBA,6-1,None,None,,.796,3.1,Paul Seymour,None,,3.8,,2.9,9.4,,/players/s/seymopa01.html
2174,,,,,,,1.7,2.2,,,22,None,None,1.2,.267,4.6,None,BAA,6-1,None,None,,.595,None,Paul Seymour,None,,3.9,,1.0,9.6,,/players/s/seymopa01.html
2175,,,,,,,None,1.5,,,None,None,None,None,None,None,None,None,6-1,None,None,,None,None,Paul Seymour,None,,0.3,,None,3.5,,/players/s/seymopa01.html
2176,3.1,.423,7.3,1.1,.416,2.7,4.5,21,0.2,2.0,4.2,.421,10.1,1.2,.704,1.7,80,47,6-3,NBA,28.8,0.4,2.9,10.8,Deron Williams,PG,0.8,2005-06,1.8,2.4,UTA,.478,/players/w/willide01.html
2177,5.2,.498,10.4,1.0,.322,3.2,9.3,22,0.2,2.8,6.2,.456,13.5,2.8,.767,3.7,80,80,6-3,NBA,36.9,0.5,3.2,16.2,Deron Williams,PG,1.0,2006-07,3.1,3.3,UTA,.494,/players/w/willide01.html
2178,5.9,.533,11.1,1.0,.395,2.6,10.5,23,0.3,2.5,6.9,.507,13.6,4.0,.803,5.0,82,82,6-3,NBA,37.3,0.4,2.4,18.8,Deron Williams,PG,1.1,2007-08,3.4,3.0,UTA,.544,/players/w/willide01.html
2179,5.8,.518,11.1,1.0,.310,3.3,10.7,24,0.3,2.5,6.8,.471,14.5,4.8,.849,5.6,68,68,6-3,NBA,36.8,0.4,2.0,19.4,Deron Williams,PG,1.1,2008-09,3.4,2.9,UTA,.506,/players/w/willide01.html
2180,5.2,.501,10.4,1.3,.371,3.4,10.5,25,0.2,3.3,6.5,.469,13.9,4.4,.801,5.5,76,76,6-3,NBA,36.9,0.7,2.7,18.7,Deron Williams,PG,1.3,None,3.3,4.0,UTA,.515,/players/w/willide01.html
2181,5.0,.491,10.1,1.6,.331,4.9,10.3,26,0.2,3.4,6.6,.439,15.0,5.4,.845,6.3,65,65,6-3,NBA,37.9,0.6,2.9,20.1,Deron Williams,PG,1.2,None,3.5,4.0,TOT,.493,/players/w/willide01.html
2182,5.3,.511,10.3,1.7,.345,4.9,9.7,26,0.2,3.3,7.0,.458,15.2,5.7,.853,6.7,53,53,6-3,NBA,37.9,0.6,2.9,21.3,Deron Williams,PG,1.2,None,3.5,3.9,UTA,.513,/players/w/willide01.html
2183,3.6,.391,9.2,1.3,.271,4.9,12.8,26,0.3,3.9,4.9,.349,14.1,3.8,.793,4.8,12,12,6-3,NBA,38.0,0.7,3.2,15.0,Deron Williams,PG,1.3,None,3.6,4.6,NJN,.396,/players/w/willide01.html
2184,5.0,.446,11.3,2.1,.336,6.2,8.7,27,0.4,2.9,7.1,.407,17.5,4.7,.843,5.5,55,55,6-3,NBA,36.3,0.4,2.2,21.0,Deron Williams,PG,1.2,None,4.0,3.3,NJN,.467,/players/w/willide01.html
2185,4.2,.482,8.7,2.2,.378,5.7,7.7,28,0.4,2.6,6.3,.440,14.4,4.1,.859,4.7,78,78,6-3,NBA,36.4,0.4,2.5,18.9,Deron Williams,PG,1.0,2012-13,2.8,3.0,BRK,.516,/players/w/willide01.html
2186,3.5,.500,7.0,1.5,.366,4.2,6.1,29,0.2,2.4,5.0,.450,11.2,2.7,.801,3.4,64,58,6-3,NBA,32.2,0.2,2.3,14.3,Deron Williams,PG,1.5,2013-14,2.2,2.6,BRK,.518,/players/w/willide01.html
2187,3.1,.395,7.9,1.3,.367,3.5,6.6,30,0.3,3.1,4.4,.387,11.3,3.0,.834,3.5,68,55,6-3,NBA,31.1,0.4,2.3,13.0,Deron Williams,PG,0.9,2014-15,2.3,3.5,BRK,.443,/players/w/willide01.html
2188,3.4,.454,7.6,1.5,.344,4.3,5.8,31,0.2,2.6,4.9,.414,11.9,2.8,.869,3.2,65,63,6-3,NBA,32.4,0.3,2.4,14.1,Deron Williams,PG,0.9,2015-16,2.3,2.9,DAL,.477,/players/w/willide01.html
2189,2.8,.486,5.7,1.3,.363,3.7,5.6,32,0.1,2.1,4.1,.438,9.4,1.4,.826,1.7,64,44,6-3,NBA,25.9,0.2,2.2,11.0,Deron Williams,PG,0.5,2016-17,2.2,2.3,TOT,.509,/players/w/willide01.html
2190,3.3,.485,6.8,1.6,.348,4.5,6.9,32,0.1,2.2,4.9,.430,11.3,1.7,.821,2.1,40,40,6-3,NBA,29.3,0.3,2.4,13.1,Deron Williams,PG,0.6,2016-17,2.5,2.6,DAL,.500,/players/w/willide01.html
2191,1.9,.489,3.9,0.9,.415,2.2,3.6,32,0.3,1.8,2.8,.463,6.1,0.9,.840,1.0,24,4,6-3,NBA,20.3,0.0,1.8,7.5,Deron Williams,PG,0.3,2016-17,1.7,1.9,CLE,.537,/players/w/willide01.html
2192,,,,,,,5.8,23,,,4.7,.394,11.9,1.4,.545,2.5,45,None,6-0,NBA,34.8,,2.9,10.7,Guy Rodgers,PG,,1958-59,,6.2,PHW,,/players/r/rodgegu01.html
2193,,,,,,,7.1,24,,,5.0,.389,12.8,1.6,.613,2.7,68,None,6-0,NBA,36.5,,2.9,11.6,Guy Rodgers,PG,,1959-60,,5.8,PHW,,/players/r/rodgegu01.html
2194,,,,,,,8.7,25,,,5.1,.386,13.2,2.6,.687,3.8,78,None,6-0,NBA,37.2,,3.4,12.8,Guy Rodgers,PG,,1960-61,,6.5,PHW,,/players/r/rodgegu01.html
2195,,,,,,,8.0,26,,,3.3,.356,9.4,1.5,.665,2.3,80,None,6-0,NBA,33.1,,3.9,8.2,Guy Rodgers,PG,,1961-62,,4.4,PHW,,/players/r/rodgegu01.html
2196,,,,,,,10.4,27,,,5.6,.387,14.6,2.6,.727,3.6,79,None,6-0,NBA,41.1,,3.7,13.9,Guy Rodgers,PG,,None,,5.0,SFW,,/players/r/rodgegu01.html
2197,,,,,,,7.0,28,,,4.3,.365,11.7,2.5,.707,3.5,79,None,6-0,NBA,34.1,,3.1,11.0,Guy Rodgers,PG,,None,,4.2,SFW,,/players/r/rodgegu01.html
2198,,,,,,,7.2,29,,,5.9,.380,15.5,2.8,.686,4.1,79,None,6-0,NBA,34.2,,3.2,14.6,Guy Rodgers,SG,,1964-65,,4.1,SFW,,/players/r/rodgegu01.html
2199,,,,,,,10.7,30,,,7.4,.373,19.9,3.7,.727,5.2,79,None,6-0,NBA,36.7,,3.1,18.6,Guy Rodgers,SG,,None,,5.3,SFW,,/players/r/rodgegu01.html
2200,,,,,,,11.2,31,,,6.6,.391,17.0,4.7,.806,5.9,81,None,6-0,NBA,37.8,,3.0,18.0,Guy Rodgers,PG,,None,,4.3,CHI,,/players/r/rodgegu01.html
2201,,,,,,,4.8,32,,,1.9,.347,5.4,1.4,.805,1.7,79,None,6-0,NBA,19.6,,2.1,5.1,Guy Rodgers,PG,,1967-68,,1.9,TOT,,/players/r/rodgegu01.html
2202,,,,,,,7.0,32,,,4.0,.296,13.5,2.3,.818,2.8,4,None,6-0,NBA,32.3,,2.8,10.3,Guy Rodgers,PG,,1967-68,,3.5,CHI,,/players/r/rodgegu01.html
2203,,,,,,,4.7,32,,,1.8,.355,5.0,1.3,.803,1.6,75,None,6-0,NBA,18.9,,2.1,4.8,Guy Rodgers,PG,,1967-68,,1.8,CIN,,/players/r/rodgegu01.html
2204,,,,,,,6.9,33,,,4.0,.377,10.6,2.3,.793,2.9,81,None,6-0,NBA,26.6,,2.6,10.3,Guy Rodgers,PG,,1968-69,,2.8,MIL,,/players/r/rodgegu01.html
2205,,,,,,,3.3,34,,,1.1,.356,3.0,1.0,.744,1.4,64,None,6-0,NBA,11.7,,1.1,3.2,Guy Rodgers,PG,,1969-70,,1.2,MIL,,/players/r/rodgegu01.html
2206,5.9,.452,13.0,0.2,.246,0.9,1.8,22,0.4,3.3,6.1,.439,13.9,1.2,.734,1.6,77,60,6-7,NBA,30.0,1.3,2.6,13.6,Glen Rice,SF,0.9,1989-90,1.5,4.6,MIA,.447,/players/r/ricegl01.html
2207,6.2,.475,13.1,0.9,.386,2.4,2.5,23,0.3,3.8,7.1,.461,15.5,2.2,.818,2.7,77,77,6-7,NBA,34.4,1.1,2.8,17.4,Glen Rice,SF,1.3,1990-91,2.2,4.9,MIA,.491,/players/r/ricegl01.html
2208,6.5,.499,13.1,2.0,.391,5.0,2.3,24,0.4,3.9,8.5,.469,18.1,3.4,.836,4.0,79,79,6-7,NBA,38.1,1.1,2.2,22.3,Glen Rice,SF,1.1,1991-92,1.8,5.0,MIA,.523,/players/r/ricegl01.html
2209,5.3,.463,11.4,1.8,.383,4.7,2.2,25,0.3,4.0,7.1,.440,16.1,3.0,.820,3.6,82,82,6-7,NBA,37.6,1.1,2.5,19.0,Glen Rice,SF,1.1,1992-93,1.9,5.2,MIA,.495,/players/r/ricegl01.html
2210,6.6,.494,13.3,1.6,.382,4.3,2.3,26,0.4,4.4,8.2,.467,17.5,3.1,.880,3.5,81,81,6-7,NBA,37.0,0.9,2.3,21.1,Glen Rice,SF,1.4,1993-94,1.6,5.4,MIA,.513,/players/r/ricegl01.html
2211,5.9,.506,11.6,2.3,.410,5.5,2.3,27,0.2,3.4,8.1,.475,17.1,3.8,.855,4.5,82,82,6-7,NBA,36.8,1.2,2.5,22.3,Glen Rice,SF,1.4,1994-95,1.9,4.6,MIA,.541,/players/r/ricegl01.html
2212,5.6,.492,11.3,2.2,.424,5.1,2.9,28,0.2,3.7,7.7,.471,16.4,4.0,.837,4.8,79,79,6-7,NBA,39.8,1.1,2.7,21.6,Glen Rice,SF,1.2,None,2.1,4.8,CHH,.537,/players/r/ricegl01.html
2213,6.5,.480,13.6,2.6,.470,5.6,2.0,29,0.3,3.2,9.1,.477,19.2,5.9,.867,6.8,79,78,6-7,NBA,42.6,0.8,2.4,26.8,Glen Rice,SF,0.9,None,2.2,4.0,CHH,.546,/players/r/ricegl01.html
2214,6.1,.464,13.2,1.6,.433,3.7,2.2,30,0.3,3.2,7.7,.457,16.9,5.2,.849,6.1,82,82,6-7,NBA,40.2,1.1,2.4,22.3,Glen Rice,SF,0.9,None,2.2,4.3,CHH,.504,/players/r/ricegl01.html
2215,4.4,.452,9.7,2.0,.393,5.0,2.6,31,0.2,3.3,6.3,.432,14.7,2.9,.856,3.3,27,25,6-7,NBA,36.5,0.3,2.5,17.5,Glen Rice,SF,0.6,1998-99,1.7,3.7,LAL,.499,/players/r/ricegl01.html
2216,4.2,.449,9.4,1.1,.367,2.9,2.2,32,0.2,3.4,5.3,.430,12.3,4.3,.874,5.0,80,80,6-7,NBA,31.6,0.7,2.2,15.9,Glen Rice,SF,0.6,1999-00,1.4,4.1,LAL,.472,/players/r/ricegl01.html
2217,3.3,.460,7.2,1.1,.389,2.8,1.2,33,0.2,3.3,4.4,.440,10.0,2.1,.852,2.4,75,25,6-7,NBA,29.5,0.8,2.4,12.0,Glen Rice,SF,0.5,2000-01,1.3,4.1,NYK,.495,/players/r/ricegl01.html
2218,2.4,.456,5.2,0.9,.281,3.2,1.6,34,0.2,2.1,3.3,.389,8.4,1.2,.800,1.5,20,20,6-7,NBA,30.3,0.3,1.7,8.6,Glen Rice,SF,0.6,2001-02,1.2,2.4,HOU,.443,/players/r/ricegl01.html
2219,1.5,.468,3.3,1.6,.398,4.1,1.0,35,0.1,2.0,3.2,.429,7.4,1.0,.759,1.3,62,26,6-7,NBA,24.7,0.5,1.6,9.0,Glen Rice,SF,0.4,2002-03,0.9,2.5,HOU,.539,/players/r/ricegl01.html
2220,0.9,.354,2.7,0.3,.179,1.6,1.3,36,0.0,1.8,1.2,.289,4.2,0.9,1.000,0.9,18,0,6-7,NBA,14.6,0.5,1.2,3.7,Glen Rice,SF,0.3,2003-04,0.7,2.3,LAC,.322,/players/r/ricegl01.html
2221,3.8,.513,7.4,0.4,.329,1.3,1.3,21,0.8,3.2,4.2,.487,8.7,1.2,.650,1.8,65,51,6-10,NBA,27.5,1.4,3.2,10.1,Rasheed Wallace,PF,0.6,1995-96,1.6,4.7,WSB,.511,/players/w/wallara01.html
2222,6.0,.573,10.5,0.1,.273,0.5,1.2,22,1.0,4.8,6.1,.558,11.0,2.7,.638,4.3,62,56,6-10,NBA,30.5,2.0,3.2,15.1,Rasheed Wallace,PF,0.8,1996-97,1.8,6.8,POR,.565,/players/w/wallara01.html
2223,5.9,.548,10.9,0.1,.205,0.5,2.5,23,1.1,4.5,6.1,.533,11.4,2.4,.662,3.6,77,77,6-10,NBA,37.6,1.7,3.5,14.6,Rasheed Wallace,PF,1.0,1997-98,2.2,6.2,POR,.537,/players/w/wallara01.html
2224,4.7,.515,9.1,0.3,.419,0.6,1.2,24,1.1,3.8,4.9,.508,9.7,2.7,.732,3.7,49,18,6-10,NBA,28.9,1.2,3.6,12.8,Rasheed Wallace,PF,1.0,1998-99,1.6,4.9,POR,.522,/players/w/wallara01.html
2225,6.6,.537,12.3,0.1,.160,0.6,1.8,25,1.3,5.4,6.7,.519,12.9,2.9,.704,4.1,81,77,6-10,NBA,35.1,1.6,2.7,16.4,Rasheed Wallace,PF,1.1,None,1.9,7.0,POR,.522,/players/w/wallara01.html
2226,7.0,.530,13.2,0.7,.321,2.1,2.8,26,1.8,5.9,7.7,.501,15.3,3.2,.766,4.2,77,75,6-10,NBA,38.2,1.9,2.7,19.2,Rasheed Wallace,PF,1.2,None,2.1,7.8,POR,.523,/players/w/wallara01.html
2227,6.2,.504,12.3,1.4,.360,4.0,1.9,27,1.3,6.4,7.6,.469,16.3,2.5,.734,3.5,79,79,6-10,NBA,37.5,1.7,2.7,19.3,Rasheed Wallace,PF,1.3,2001-02,1.7,8.2,POR,.513,/players/w/wallara01.html
2228,5.5,.515,10.6,1.5,.358,4.1,2.1,28,1.0,5.9,7.0,.471,14.8,2.7,.735,3.7,74,74,6-10,NBA,36.3,1.5,3.0,18.1,Rasheed Wallace,PF,0.9,2002-03,1.9,7.4,POR,.521,/players/w/wallara01.html
2229,5.0,.472,10.7,1.2,.331,3.6,2.3,29,1.8,5.3,6.3,.436,14.3,2.3,.736,3.1,68,66,6-10,NBA,35.1,1.5,2.8,16.0,Rasheed Wallace,PF,0.9,2003-04,1.8,6.8,TOT,.478,/players/w/wallara01.html
2230,5.3,.478,11.0,1.3,.341,3.8,2.5,29,1.6,5.1,6.6,.442,14.9,2.6,.742,3.4,45,44,6-10,NBA,37.2,1.5,2.9,17.0,Rasheed Wallace,PF,0.8,2003-04,1.9,6.6,POR,.487,/players/w/wallara01.html
2231,7.0,.389,18.0,1.0,.167,6.0,2.0,29,5.0,5.0,8.0,.333,24.0,3.0,1.000,3.0,1,1,6-10,NBA,42.0,1.0,0.0,20.0,Rasheed Wallace,PF,1.0,2003-04,3.0,6.0,ATL,.354,/players/w/wallara01.html
2232,4.5,.467,9.6,1.0,.319,3.1,1.8,29,2.0,5.6,5.5,.431,12.8,1.7,.704,2.5,22,21,6-10,NBA,30.6,1.5,2.7,13.7,Rasheed Wallace,PF,1.1,2003-04,1.3,7.0,DET,.470,/players/w/wallara01.html
2233,5.0,.475,10.5,0.9,.318,3.0,1.8,30,1.5,5.9,5.9,.440,13.4,1.7,.697,2.5,79,79,6-10,NBA,34.0,2.2,3.0,14.5,Rasheed Wallace,PF,0.8,2004-05,1.6,8.2,DET,.475,/players/w/wallara01.html
2234,3.8,.480,7.9,1.9,.357,5.4,2.3,31,1.6,5.7,5.7,.430,13.3,1.7,.743,2.3,80,80,6-10,NBA,34.8,1.1,2.9,15.1,Rasheed Wallace,PF,1.0,None,1.1,6.8,DET,.503,/players/w/wallara01.html
2235,3.4,.463,7.3,1.4,.351,3.9,1.7,32,1.6,6.0,4.8,.423,11.2,1.4,.788,1.8,75,72,6-10,NBA,32.3,1.2,3.0,12.3,Rasheed Wallace,C,1.0,2006-07,1.3,7.2,DET,.485,/players/w/wallara01.html
2236,3.4,.476,7.2,1.5,.356,4.1,1.8,33,1.7,5.5,4.9,.432,11.3,1.5,.767,1.9,77,76,6-10,NBA,30.5,1.1,2.8,12.7,Rasheed Wallace,C,1.2,None,1.1,6.6,DET,.497,/players/w/wallara01.html
2237,2.9,.471,6.1,1.7,.354,4.8,1.4,34,1.3,6.6,4.6,.419,10.9,1.2,.772,1.5,66,63,6-10,NBA,32.2,0.8,3.0,12.0,Rasheed Wallace,C,0.9,2008-09,0.9,7.4,DET,.498,/players/w/wallara01.html
2238,2.3,.511,4.6,1.0,.283,3.7,1.0,35,0.9,3.6,3.4,.409,8.2,1.2,.768,1.6,79,13,6-10,NBA,22.5,0.5,2.8,9.0,Rasheed Wallace,C,1.0,2009-10,0.8,4.1,BOS,.472,/players/w/wallara01.html
2239,2.6,.387,6.8,21,14.1,0,0.7,36,.700,.452,NYK,C,NBA,3.3,1.6,.319,Did Not Play (retired),2012-13,6-10,2011-12,38,3.5,3.4,4.0,Rasheed Wallace,37,1.0,2010-11,0.5,.465,Did Not Play (retired),1.0,/players/w/wallara01.html
2240,5.7,.467,12.2,1109,32.7,956,2.1,0.6,.721,.508,None,None,NBA,2.9,4.7,.336,7.0,Career,6-10,0.5,None,9.3,5.3,6.7,Rasheed Wallace,1.9,2.9,0.3,1.4,.507,0.7,1.0,/players/w/wallara01.html
2241,None,None,None,None,None,None,None,1.0,None,None,None,None,None,None,None,None,14.4,None,6-10,1.5,None,None,None,None,Rasheed Wallace,2.9,None,1.8,None,None,1.3,None,/players/w/wallara01.html
2242,7.0,.475,14.7,0.5,.352,1.4,3.2,22,0.4,3.1,7.5,.465,16.1,3.3,.680,4.8,51,20,6-6,NBA,28.8,1.7,3.0,18.7,Mark Aguirre,SF,0.7,1981-82,2.6,4.9,DAL,.480,/players/a/aguirma01.html
2243,9.3,.496,18.7,0.2,.211,0.9,4.1,23,0.3,3.9,9.5,.483,19.6,5.3,.728,7.3,81,75,6-6,NBA,34.4,2.4,3.0,24.4,Mark Aguirre,SF,1.0,1982-83,3.2,6.3,DAL,.488,/players/a/aguirma01.html
2244,11.5,.532,21.6,0.2,.268,0.7,4.5,24,0.3,3.9,11.7,.524,22.3,5.9,.749,7.9,79,79,6-6,NBA,36.7,2.0,3.1,29.5,Mark Aguirre,SF,1.0,None,3.6,5.9,DAL,.528,/players/a/aguirma01.html
2245,9.6,.517,18.6,0.3,.318,1.1,3.1,25,0.3,3.6,9.9,.506,19.6,5.5,.759,7.3,80,79,6-6,NBA,33.7,2.4,3.1,25.7,Mark Aguirre,SF,0.8,1984-85,3.2,6.0,DAL,.515,/players/a/aguirma01.html
2246,8.8,.513,17.2,0.2,.286,0.8,4.6,26,0.2,3.6,9.0,.503,17.9,4.3,.705,6.1,74,73,6-6,NBA,33.8,2.4,3.1,22.6,Mark Aguirre,SF,0.8,1985-86,3.4,6.0,DAL,.509,/players/a/aguirma01.html
2247,9.2,.510,18.0,0.7,.353,1.9,3.2,27,0.4,3.1,9.8,.495,19.9,5.4,.770,7.0,80,80,6-6,NBA,33.3,2.3,3.0,25.7,Mark Aguirre,SF,1.1,None,2.7,5.3,DAL,.512,/players/a/aguirma01.html
2248,9.0,.496,18.2,0.7,.302,2.2,3.6,28,0.7,3.3,9.7,.475,20.4,5.0,.770,6.5,77,77,6-6,NBA,33.9,2.4,2.9,25.1,Mark Aguirre,SF,0.9,None,2.6,5.6,DAL,.491,/players/a/aguirma01.html
2249,6.7,.488,13.7,0.6,.293,2.2,3.5,29,0.5,3.0,7.3,.461,15.9,3.6,.733,4.9,80,76,6-6,NBA,32.5,1.8,2.9,18.9,Mark Aguirre,SF,0.6,1988-89,2.6,4.8,TOT,.481,/players/a/aguirma01.html
2250,7.8,.471,16.6,0.7,.293,2.3,4.3,29,0.7,3.3,8.5,.450,18.8,4.0,.730,5.5,44,44,6-6,NBA,34.8,2.0,2.9,21.7,Mark Aguirre,SF,0.7,1988-89,3.2,5.3,DAL,.467,/players/a/aguirma01.html
2251,5.3,.522,10.2,0.6,.293,2.1,2.5,29,0.2,2.6,5.9,.483,12.3,3.1,.738,4.1,36,32,6-6,NBA,29.7,1.6,2.8,15.5,Mark Aguirre,SF,0.4,1988-89,1.9,4.2,DET,.508,/players/a/aguirma01.html
2252,5.2,.506,10.3,0.4,.333,1.2,1.9,30,0.2,2.4,5.6,.488,11.5,2.5,.756,3.3,78,40,6-6,NBA,25.7,1.5,2.6,14.1,Mark Aguirre,SF,0.4,1989-90,1.6,3.9,DET,.505,/players/a/aguirma01.html
2253,5.1,.477,10.7,0.3,.308,1.0,1.8,31,0.3,3.1,5.4,.462,11.7,3.1,.757,4.1,78,13,6-6,NBA,25.7,1.7,2.7,14.2,Mark Aguirre,SF,0.6,1990-91,1.6,4.8,DET,.475,/players/a/aguirma01.html
2254,4.3,.453,9.5,0.2,.211,0.9,1.7,32,0.1,2.3,4.5,.431,10.5,2.1,.687,3.1,75,12,6-6,NBA,21.1,0.9,2.3,11.3,Mark Aguirre,SF,0.7,1991-92,1.4,3.1,DET,.440,/players/a/aguirma01.html
2255,3.1,.463,6.6,0.6,.361,1.6,2.1,33,0.1,2.1,3.7,.443,8.3,1.9,.767,2.5,51,15,6-6,NBA,20.7,0.8,2.0,9.9,Mark Aguirre,SF,0.3,1992-93,1.3,3.0,DET,.479,/players/a/aguirma01.html
2256,3.2,.494,6.5,0.9,.398,2.4,2.7,34,0.2,2.3,4.2,.468,8.9,1.3,.694,1.8,39,0,6-6,NBA,22.0,0.7,2.5,10.6,Mark Aguirre,SF,0.5,1993-94,1.8,3.0,LAC,.522,/players/a/aguirma01.html
2257,6.3,.583,10.7,0.0,.000,0.0,1.3,21,1.0,8.0,6.3,.582,10.7,3.0,.624,4.7,82,82,6-8,NBA,34.5,4.2,3.5,15.5,Buck Williams,PF,1.0,None,2.9,12.3,NJN,.582,/players/w/willibu01.html
2258,6.5,.590,11.1,0.0,.000,0.0,1.5,22,1.3,8.1,6.5,.588,11.1,4.0,.620,6.4,82,82,6-8,NBA,36.1,4.5,3.3,17.0,Buck Williams,PF,1.1,None,3.0,12.5,NJN,.588,/players/w/willibu01.html
2259,6.1,.537,11.4,0.0,.000,0.0,1.6,23,1.5,8.0,6.1,.535,11.4,3.5,.570,6.1,81,81,6-8,NBA,37.1,4.4,3.7,15.7,Buck Williams,PF,1.0,1983-84,2.9,12.3,NJN,.535,/players/w/willibu01.html
2260,7.0,.531,13.2,0.0,.250,0.0,2.0,24,1.3,8.3,7.0,.530,13.3,4.1,.625,6.6,82,82,6-8,NBA,38.8,3.9,3.6,18.2,Buck Williams,PF,0.8,1984-85,2.9,12.3,NJN,.530,/players/w/willibu01.html
2261,6.1,.524,11.6,0.0,.000,0.0,1.6,25,1.2,8.0,6.1,.523,11.7,3.7,.676,5.4,82,82,6-8,NBA,37.4,4.0,3.6,15.9,Buck Williams,PF,0.9,None,3.0,12.0,NJN,.523,/players/w/willibu01.html
2262,6.4,.557,11.4,0.0,.000,0.0,1.6,26,1.1,8.5,6.4,.557,11.4,5.2,.731,7.2,82,82,6-8,NBA,36.3,3.9,3.8,18.0,Buck Williams,PF,1.0,1986-87,3.4,12.5,NJN,.557,/players/w/willibu01.html
